Períodos,accuracy score,f1 score,f1 score macro,f1 score micro,f1 score weighted,precision score,precision score macro,precision score micro,precision score weighted,recall score,recall score macro,recall score micro,recall score weighted,roc_auc score
21/01/2021 até 21/04/2021,0.6868001357312521,0.4630599185573008,0.6209910371229618,0.6868001357312521,0.6868001357312521,0.5216251638269986,0.6330653291662466,0.6868001357312521,0.6722036295144386,0.5216251638269986,0.6330653291662466,0.6868001357312521,0.6722036295144386,0.616496514650656
20/02/2021 até 21/05/2021,0.6910132474042249,0.5121537591859808,0.6430299841253456,0.6910132474042249,0.6910132474042249,0.515358361774744,0.643520351211301,0.6910132474042249,0.6900037365672738,0.515358361774744,0.643520351211301,0.6910132474042249,0.6900037365672738,0.64256584812862
22/03/2021 até 20/06/2021,0.6807070327190673,0.4838905775075988,0.6263721877464485,0.6807070327190673,0.6807070327190673,0.45227272727272727,0.6229885277735193,0.6807070327190673,0.6954737247518549,0.45227272727272727,0.6229885277735193,0.6807070327190673,0.6954737247518549,0.6328867907599506
21/04/2021 até 20/07/2021,0.6779396462018731,0.4758679085520745,0.6217116486057406,0.6779396462018731,0.6779396462018731,0.44532488114104596,0.6184796365426376,0.6779396462018731,0.6925343758455035,0.44532488114104596,0.6184796365426376,0.6779396462018731,0.6925343758455035,0.6279035250463822
21/05/2021 até 19/08/2021,0.6822183098591549,0.5504358655043586,0.6523452302334591,0.6822183098591549,0.6822183098591549,0.53125,0.6503472222222222,0.6822183098591549,0.6882989778951486,0.53125,0.6503472222222222,0.6822183098591549,0.6882989778951486,0.6553561510092699
20/06/2021 até 18/09/2021,0.6828358208955224,0.510556621880998,0.6379830027528266,0.6828358208955224,0.6828358208955224,0.4767025089605735,0.6345417306707629,0.6828358208955224,0.6973633114509379,0.4767025089605735,0.6345417306707629,0.6828358208955224,0.6973633114509379,0.6449001499955884
20/07/2021 até 18/10/2021,0.6164229471316085,0.472952086553323,0.58572449597339,0.6164229471316085,0.6164229471316085,0.3704600484261501,0.6001459905996297,0.6164229471316085,0.708917398535552,0.3704600484261501,0.6001459905996297,0.6164229471316085,0.708917398535552,0.6284497944803288
19/08/2021 até 17/11/2021,0.6698240866035182,0.29069767441860467,0.5377650629588614,0.6698240866035182,0.6698240866035182,0.2777777777777778,0.5369210892466707,0.6698240866035182,0.6810454478579223,0.2777777777777778,0.5369210892466707,0.6698240866035182,0.6810454478579223,0.5393955461293743
18/09/2021 até 17/12/2021,0.6976744186046512,0.3157894736842105,0.5608798114689708,0.6976744186046512,0.6976744186046512,0.3072289156626506,0.559809148096812,0.6976744186046512,0.7038939044922228,0.3072289156626506,0.559809148096812,0.6976744186046512,0.7038939044922228,0.5622461661377305
18/10/2021 até 16/01/2022,0.6755852842809364,0.2684766214177979,0.5300268796818254,0.6755852842809364,0.6755852842809364,0.2807570977917981,0.5312953570453048,0.6755852842809364,0.6658654053266198,0.2807570977917981,0.5312953570453048,0.6755852842809364,0.6658654053266198,0.5293960065802381
17/11/2021 até 15/02/2022,0.643620011242271,0.27625570776255703,0.5199324772966402,0.643620011242271,0.643620011242271,0.2743764172335601,0.519848896210203,0.643620011242271,0.6452758121122651,0.2743764172335601,0.519848896210203,0.643620011242271,0.6452758121122651,0.5200328407224959
17/12/2021 até 17/03/2022,0.6180758017492711,0.354679802955665,0.5417291354322838,0.6180758017492711,0.6180758017492711,0.3724137931034483,0.5434464094069339,0.6180758017492711,0.6084354793531563,0.3724137931034483,0.5434464094069339,0.6180758017492711,0.6084354793531563,0.5411099827806967
16/01/2022 até 16/04/2022,0.6560102301790282,0.42887473460721875,0.5913815576055307,0.6560102301790282,0.6560102301790282,0.5674157303370787,0.624767467817546,0.6560102301790282,0.6391420720965378,0.5674157303370787,0.624767467817546,0.6560102301790282,0.6391420720965378,0.5936228424659925
15/02/2022 até 16/05/2022,0.7073170731707317,0.5151515151515151,0.6527722641259759,0.7073170731707317,0.7073170731707317,0.49038461538461536,0.6492101648351648,0.7073170731707317,0.7170015578933262,0.49038461538461536,0.6492101648351648,0.7073170731707317,0.7170015578933262,0.6580287324968176
17/03/2022 até 15/06/2022,0.7717041800643086,0.36036036036036034,0.6107085559140353,0.7717041800643086,0.7717041800643086,0.25,0.6011904761904762,0.7717041800643086,0.8823687031082528,0.25,0.6011904761904762,0.7717041800643086,0.8823687031082528,0.7154377880184332
