Períodos,accuracy score,f1 score,f1 score macro,f1 score micro,f1 score weighted,precision score,precision score macro,precision score micro,precision score weighted,recall score,recall score macro,recall score micro,recall score weighted,roc_auc score
21/01/2021 até 21/04/2021,0.6464200882253138,0.5473501303214596,0.6286305217308856,0.6464200882253138,0.6464200882253138,0.46805349182763745,0.6322153780187532,0.6464200882253138,0.6898697900336174,0.6589958158995816,0.6496887668146828,0.6464200882253138,0.6464200882253138,0.6496887668146829
20/02/2021 até 21/05/2021,0.6204797708557107,0.5477815699658704,0.6104114512383331,0.6204797708557107,0.6204797708557107,0.44154057771664373,0.6281638661548118,0.6204797708557107,0.6958507230068934,0.7213483146067415,0.6473268110080477,0.6204797708557107,0.6204797708557107,0.6473268110080476
22/03/2021 até 20/06/2021,0.5618653629183904,0.5031982942430704,0.5556691101218716,0.5618653629183904,0.5618653629183904,0.37341772151898733,0.6056152555695029,0.5618653629183904,0.7042053330208125,0.7712418300653595,0.6242692782850556,0.5618653629183904,0.5618653629183904,0.6242692782850556
21/04/2021 até 20/07/2021,0.578563995837669,0.5,0.5678956834532374,0.578563995837669,0.578563995837669,0.37850467289719625,0.6041584397349831,0.578563995837669,0.7006659300266901,0.7363636363636363,0.625834879406308,0.578563995837669,0.578563995837669,0.625834879406308
21/05/2021 até 19/08/2021,0.6197183098591549,0.5789473684210527,0.6161189490580383,0.6197183098591549,0.6197183098591549,0.4647887323943662,0.641851106639839,0.6197183098591549,0.6982741519539775,0.7674418604651163,0.6554165243580587,0.6197183098591549,0.6197183098591549,0.6554165243580589
20/06/2021 até 18/09/2021,0.6268656716417911,0.526813880126183,0.6094028332869108,0.6268656716417911,0.6268656716417911,0.4260204081632653,0.6219907866059045,0.6268656716417911,0.6999889471800893,0.6900826446280992,0.6448633863709892,0.6268656716417911,0.6268656716417911,0.6448633863709892
20/07/2021 até 18/10/2021,0.5556805399325084,0.4836601307189543,0.546864616198569,0.5556805399325084,0.5556805399325084,0.3483992467043315,0.6057638691622216,0.5556805399325084,0.7276429535882866,0.7905982905982906,0.6311770078945651,0.5556805399325084,0.5556805399325084,0.6311770078945651
19/08/2021 até 17/11/2021,0.6102841677943166,0.37662337662337664,0.5465794048471213,0.6102841677943166,0.6102841677943166,0.29194630872483224,0.5586715670608288,0.6102841677943166,0.7070126782598742,0.5304878048780488,0.5817656415694592,0.6102841677943166,0.6102841677943166,0.5817656415694592
18/09/2021 até 17/12/2021,0.6210670314637483,0.342042755344418,0.537976228776916,0.6210670314637483,0.6210670314637483,0.2727272727272727,0.545357212380767,0.6210670314637483,0.7008793530586153,0.4585987261146497,0.562051976297743,0.6210670314637483,0.6210670314637483,0.562051976297743
18/10/2021 até 16/01/2022,0.6327759197324415,0.32305795314426633,0.5355537585822295,0.6327759197324415,0.6327759197324415,0.2817204301075269,0.5364912830149284,0.6327759197324415,0.673334757854155,0.3786127167630058,0.5439625811839398,0.6327759197324415,0.6327759197324415,0.5439625811839398
17/11/2021 até 15/02/2022,0.5722315907813378,0.36317991631799157,0.5205658362800284,0.5722315907813378,0.5722315907813378,0.2855263157894737,0.5357955425856102,0.5722315907813378,0.6636734105775653,0.49885057471264366,0.5474163587848933,0.5722315907813378,0.5722315907813379,0.5474163587848933
17/12/2021 até 17/03/2022,0.5063168124392614,0.4174311926605504,0.49455033494747586,0.5063168124392614,0.5063168124392614,0.3291139240506329,0.5206493990001064,0.5063168124392614,0.5934291567311503,0.5705329153605015,0.5239988520464479,0.5063168124392614,0.5063168124392614,0.523998852046448
16/01/2022 até 16/04/2022,0.6329923273657289,0.5591397849462365,0.6223957413230634,0.6329923273657289,0.6329923273657289,0.5083798882681564,0.6232937177189839,0.6329923273657289,0.6520956493971963,0.621160409556314,0.630621104573658,0.6329923273657289,0.6329923273657289,0.630621104573658
15/02/2022 até 16/05/2022,0.6753048780487805,0.5571725571725571,0.6504274338209357,0.6753048780487805,0.6753048780487805,0.45733788395904434,0.654288776690266,0.6753048780487805,0.738353182124324,0.7127659574468085,0.6865111838516094,0.6753048780487805,0.6753048780487805,0.6865111838516094
17/03/2022 até 15/06/2022,0.7106109324758842,0.3283582089552239,0.5719659897235136,0.7106109324758842,0.7106109324758842,0.21359223300970873,0.585161501120239,0.7106109324758842,0.8826558669064837,0.7096774193548387,0.7101958525345622,0.7106109324758842,0.7106109324758842,0.7101958525345622
