Períodos,accuracy score,f1 score,f1 score macro,f1 score micro,f1 score weighted,precision score,precision score macro,precision score micro,precision score weighted,recall score,recall score macro,recall score micro,recall score weighted,roc_auc score
26/02/2020 até 26/05/2020,0.7678835437279654,0.5018306077617769,0.6752610670953595,0.7678835437279654,0.7678835437279654,0.4956605593056895,0.6737865231414591,0.7678835437279654,0.7699498292177014,0.5081562036579338,0.6768255168954367,0.7678835437279654,0.7678835437279654,0.6768255168954366
27/03/2020 até 25/06/2020,0.6747261830956809,0.5370588235294117,0.643171017371587,0.6747261830956809,0.6747261830956809,0.43600764087870103,0.6464191209857986,0.6747261830956809,0.7432544932111564,0.6990811638591118,0.6824021726456612,0.6747261830956809,0.6747261830956809,0.6824021726456612
26/04/2020 até 25/07/2020,0.6644108280254777,0.4428288169200264,0.601363141014841,0.6644108280254777,0.6644108280254777,0.3435897435897436,0.6057571359458152,0.6644108280254777,0.7556267121493656,0.6226765799256505,0.6492308938128759,0.6644108280254777,0.6644108280254777,0.6492308938128759
26/05/2020 até 24/08/2020,0.7207883622712342,0.3468715697036224,0.5846563160365322,0.7207883622712341,0.7207883622712341,0.30919765166340507,0.5799074678070112,0.7207883622712342,0.7489899479980668,0.395,0.5955358174465627,0.7207883622712342,0.7207883622712342,0.5955358174465627
25/06/2020 até 23/09/2020,0.7274604267033723,0.3310810810810811,0.5799744212665561,0.7274604267033723,0.7274604267033723,0.30340557275541796,0.5760390695635497,0.7274604267033723,0.7477249949451329,0.3643122676579926,0.5871392419371044,0.7274604267033723,0.7274604267033723,0.5871392419371044
25/07/2020 até 23/10/2020,0.703155818540434,0.3526881720430108,0.5800548985614926,0.703155818540434,0.703155818540434,0.36607142857142855,0.5824028028933093,0.703155818540434,0.695902103819582,0.34024896265560167,0.5782745460108538,0.703155818540434,0.703155818540434,0.5782745460108539
24/08/2020 até 22/11/2020,0.681651376146789,0.3415559772296015,0.5658173110588419,0.681651376146789,0.681651376146789,0.42857142857142855,0.5853084415584415,0.681651376146789,0.6508791552484213,0.28391167192429023,0.564336172314021,0.681651376146789,0.681651376146789,0.5643361723140209
23/09/2020 até 22/12/2020,0.6567049808429118,0.4241645244215938,0.5898115198527183,0.6567049808429118,0.6567049808429118,0.4824561403508772,0.6005219434880035,0.6567049808429118,0.6396962674407818,0.37844036697247707,0.5873789867083329,0.6567049808429118,0.6567049808429118,0.587378986708333
23/10/2020 até 21/01/2021,0.6557377049180327,0.5190839694656488,0.625499431541335,0.6557377049180327,0.6557377049180327,0.5009208103130756,0.6239674627026832,0.6557377049180327,0.6621253726650344,0.5386138613861386,0.628013917137282,0.6557377049180327,0.6557377049180327,0.628013917137282
22/11/2020 até 20/02/2021,0.6945024356297843,0.545077720207254,0.6575571943100178,0.6945024356297843,0.6945024356297843,0.5490605427974948,0.658141962421712,0.6945024356297843,0.6934397078115943,0.5411522633744856,0.6570114629175268,0.6945024356297843,0.6945024356297843,0.6570114629175267
22/12/2020 até 22/03/2021,0.6899606299212598,0.5123839009287926,0.6425555868280326,0.6899606299212598,0.6899606299212598,0.5220820189274448,0.6440882197641515,0.6899606299212598,0.6870785936810228,0.5030395136778115,0.6412577481052812,0.6899606299212598,0.6899606299212598,0.6412577481052814
21/01/2021 até 21/04/2021,0.6847641669494401,0.46331600231080305,0.6200798123492521,0.6847641669494401,0.6847641669494401,0.5174193548387097,0.6309472464801283,0.6847641669494401,0.6708187659402126,0.4194560669456067,0.6158053815391017,0.6847641669494401,0.6847641669494401,0.6158053815391018
20/02/2021 até 21/05/2021,0.6623702112423917,0.4781405644714997,0.6143018249719234,0.6623702112423917,0.6623702112423917,0.47110141766630315,0.613482478555966,0.6623702112423917,0.665123013708572,0.4853932584269663,0.6152662561183702,0.6623702112423917,0.6623702112423917,0.6152662561183702
22/03/2021 até 20/06/2021,0.6788266265513351,0.4817961165048544,0.6245492844104654,0.6788266265513351,0.6788266265513351,0.44960362400906,0.6211982084009264,0.6788266265513351,0.694056533251779,0.5189542483660131,0.6311772297796274,0.6788266265513351,0.6788266265513351,0.6311772297796274
21/04/2021 até 20/07/2021,0.6784599375650364,0.48067226890756304,0.6239081012962834,0.6784599375650364,0.6784599375650364,0.446875,0.6204733814352574,0.6784599375650364,0.6947178504986192,0.52,0.6309912536443149,0.6784599375650364,0.6784599375650364,0.6309912536443149
21/05/2021 até 19/08/2021,0.6998239436619719,0.5633802816901408,0.6673373574782024,0.6998239436619719,0.6998239436619719,0.5583756345177665,0.6666541245365113,0.6998239436619719,0.7011583616727661,0.5684754521963824,0.6680828529339722,0.6998239436619719,0.6998239436619719,0.6680828529339722
20/06/2021 até 18/09/2021,0.6716417910447762,0.49230769230769234,0.6248303167420814,0.6716417910447762,0.6716417910447762,0.460431654676259,0.6218508083267227,0.6716417910447762,0.68609723764034,0.5289256198347108,0.6310108526219818,0.6716417910447762,0.6716417910447762,0.6310108526219818
20/07/2021 até 18/10/2021,0.6220472440944882,0.4846625766871166,0.5931305778639846,0.6220472440944882,0.6220472440944882,0.37799043062200954,0.608315809790835,0.6220472440944882,0.7173900332217409,0.6752136752136753,0.6391335551640895,0.6220472440944882,0.6220472440944882,0.6391335551640895
