Períodos,accuracy score,f1 score,f1 score macro,f1 score micro,f1 score weighted,precision score,precision score macro,precision score micro,precision score weighted,recall score,recall score macro,recall score micro,recall score weighted,roc_auc score
20/02/2021 até 20/06/2021,0.6742006615214995,0.4709042076991942,0.6177699055222374,0.6742006615214995,0.6742006615214995,0.46714031971580816,0.6172632054214533,0.6742006615214995,0.6756903042683029,0.46714031971580816,0.6172632054214533,0.6742006615214995,0.6756903042683029,0.6183170018910091
22/03/2021 até 20/07/2021,0.6888888888888889,0.48876404494382014,0.6325884106782983,0.6888888888888889,0.6888888888888889,0.4672395273899033,0.6298083293920429,0.6888888888888889,0.6980038576165302,0.4672395273899033,0.6298083293920429,0.6888888888888889,0.6980038576165302,0.6367232446196478
21/04/2021 até 19/08/2021,0.703745108999441,0.5538720538720538,0.6660573658481608,0.703745108999441,0.703745108999441,0.5289389067524116,0.6629270369237636,0.703745108999441,0.7121334100498555,0.5289389067524116,0.6629270369237636,0.703745108999441,0.7121334100498555,0.6708486343897444
21/05/2021 até 18/09/2021,0.6798986486486487,0.542822677925211,0.6482794351289473,0.6798986486486487,0.6798986486486487,0.5079006772009029,0.6453133615424218,0.6798986486486487,0.6931292618369367,0.5079006772009029,0.6453133615424218,0.6798986486486487,0.6931292618369367,0.6548592985053306
20/06/2021 até 18/10/2021,0.6409597257926307,0.4729559748427673,0.6003506319957825,0.6409597257926307,0.6409597257926307,0.3983050847457627,0.6020302402146079,0.6409597257926307,0.6929820876861319,0.3983050847457627,0.6020302402146079,0.6409597257926307,0.6929820876861319,0.6227752263289951
20/07/2021 até 17/11/2021,0.6297322253000923,0.3877862595419847,0.561199549360668,0.6297322253000923,0.6297322253000923,0.3182957393483709,0.5648496240601504,0.6297322253000923,0.694842484789999,0.3182957393483709,0.5648496240601504,0.6297322253000923,0.694842484789999,0.5835970563784765
19/08/2021 até 17/12/2021,0.6849451645064806,0.3130434782608696,0.5543225153270713,0.6849451645064806,0.6849451645064806,0.2891566265060241,0.5524032469400147,0.6849451645064806,0.7048920669521269,0.2891566265060241,0.5524032469400147,0.6849451645064806,0.7048920669521269,0.5588736895016515
18/09/2021 até 16/01/2022,0.6774193548387096,0.27499999999999997,0.5337804005722461,0.6774193548387096,0.6774193548387096,0.27848101265822783,0.5341086460297554,0.6774193548387096,0.6745758883940877,0.27848101265822783,0.5341086460297554,0.6774193548387096,0.6745758883940877,0.5335052688486523
18/10/2021 até 15/02/2022,0.6730434782608695,0.2727272727272727,0.5309233671544382,0.6730434782608695,0.6730434782608695,0.30585683297180044,0.5354732778235838,0.6730434782608695,0.6506808331970437,0.30585683297180044,0.5354732778235838,0.6730434782608695,0.6506808331970437,0.5303904419187709
17/11/2021 até 17/03/2022,0.6195307545973368,0.3258426966292135,0.5304125143923453,0.6195307545973368,0.6195307545973368,0.33256880733944955,0.5308768664216967,0.6195307545973368,0.6150037475415593,0.33256880733944955,0.5308768664216967,0.6195307545973368,0.6150037475415593,0.5301279612115125
17/12/2021 até 16/04/2022,0.6285178236397748,0.38888888888888884,0.5610212638514525,0.6285178236397748,0.6285178236397748,0.4701492537313433,0.5759267571914861,0.6285178236397748,0.6062906559333282,0.4701492537313433,0.5759267571914861,0.6285178236397748,0.6062906559333282,0.5622909314101581
16/01/2022 até 16/05/2022,0.6559251559251559,0.38589981447124305,0.5734553223980764,0.6559251559251559,0.6559251559251559,0.4792626728110599,0.5933226115733152,0.6559251559251559,0.6310264166943103,0.4792626728110599,0.5933226115733152,0.6559251559251559,0.6310264166943103,0.5732094332298137
15/02/2022 até 15/06/2022,0.7649717514124293,0.42857142857142855,0.6403170087380614,0.7649717514124293,0.7649717514124293,0.3696682464454976,0.6291961410269031,0.7649717514124293,0.798988966973382,0.3696682464454976,0.6291961410269031,0.7649717514124293,0.798988966973382,0.6640549662487946
