Períodos,accuracy score,f1 score,f1 score macro,f1 score micro,f1 score weighted,precision score,precision score macro,precision score micro,precision score weighted,recall score,recall score macro,recall score micro,recall score weighted,roc_auc score
20/02/2021 até 20/06/2021,0.6820841460016718,0.3868887694787748,0.5861470366107434,0.6820841460016718,0.6820841460016718,0.47182175622542594,0.6053376297050697,0.6820841460016718,0.6571591988767453,0.32786885245901637,0.583043217879448,0.6820841460016718,0.6820841460016718,0.5830432178794479
22/03/2021 até 20/07/2021,0.7026554856743537,0.43000669792364365,0.6144361071750102,0.7026554856743537,0.7026554856743537,0.4805389221556886,0.6254107555172244,0.7026554856743537,0.686761091657749,0.3890909090909091,0.6093711786495292,0.7026554856743537,0.7026554856743537,0.6093711786495292
21/04/2021 até 19/08/2021,0.7102696500286861,0.4678609062170706,0.634403452714369,0.7102696500286861,0.7102696500286861,0.5522388059701493,0.6549411777800038,0.7102696500286861,0.6931820494407013,0.40585009140767825,0.6276742095834378,0.7102696500286861,0.7102696500286861,0.6276742095834379
21/05/2021 até 18/09/2021,0.6842105263157895,0.490084985835694,0.6306841701732473,0.6842105263157895,0.6842105263157895,0.5133531157270029,0.6346342166430781,0.6842105263157895,0.6774017627555887,0.46883468834688347,0.6280619615534677,0.6842105263157895,0.6842105263157895,0.6280619615534676
20/06/2021 até 18/10/2021,0.6526315789473685,0.44846796657381616,0.5974734199066263,0.6526315789473685,0.6526315789473685,0.40049751243781095,0.5952352060834041,0.6526315789473685,0.682013055532493,0.509493670886076,0.6085089713653681,0.6526315789473685,0.6526315789473685,0.6085089713653681
20/07/2021 até 17/11/2021,0.6666666666666666,0.34254143646408836,0.5596384480631886,0.6666666666666666,0.6666666666666666,0.3217993079584775,0.5579584775086505,0.6666666666666666,0.6821019065065472,0.3661417322834646,0.5631198257500554,0.6666666666666666,0.6666666666666666,0.5631198257500554
19/08/2021 até 17/12/2021,0.6960985626283368,0.2780487804878049,0.5427955215833042,0.6960985626283368,0.6960985626283368,0.28217821782178215,0.5432911814497512,0.6960985626283368,0.6928815651298402,0.27403846153846156,0.5423717111869854,0.6960985626283368,0.6960985626283368,0.5423717111869855
18/09/2021 até 16/01/2022,0.6903153153153153,0.26666666666666666,0.5351891506067095,0.6903153153153153,0.6903153153153153,0.28735632183908044,0.5379358640007728,0.6903153153153153,0.6750773701838609,0.24875621890547264,0.5341306567598688,0.6903153153153153,0.6903153153153153,0.5341306567598688
18/10/2021 até 15/02/2022,0.687527352297593,0.2452431289640592,0.5241116307071951,0.687527352297593,0.687527352297593,0.30446194225721784,0.5343213072630627,0.687527352297593,0.6505084261172206,0.20530973451327433,0.5256199835357069,0.687527352297593,0.687527352297593,0.5256199835357069
17/11/2021 até 17/03/2022,0.6649384316267012,0.30229419703103916,0.5409125569376945,0.6649384316267012,0.6649384316267012,0.3835616438356164,0.5570885757147707,0.6649384316267012,0.6296257572196666,0.24944320712694878,0.542454693142999,0.6649384316267012,0.6649384316267012,0.5424546931429991
17/12/2021 até 16/04/2022,0.628131021194605,0.28782287822878233,0.5180965760113924,0.628131021194605,0.628131021194605,0.4588235294117647,0.5600569259962049,0.628131021194605,0.5887299689594278,0.20967741935483872,0.5357696406083503,0.628131021194605,0.628131021194605,0.5357696406083503
16/01/2022 até 16/05/2022,0.6684266103484688,0.39846743295019155,0.5848022295946292,0.6684266103484688,0.6684266103484688,0.5048543689320388,0.6093772519424027,0.6684266103484688,0.6441446311908341,0.3291139240506329,0.5837328732772975,0.6684266103484688,0.6684266103484688,0.5837328732772974
15/02/2022 até 15/06/2022,0.7931034482758621,0.3525179856115108,0.6146994852818157,0.7931034482758621,0.7931034482758621,0.3858267716535433,0.6242727397971619,0.7931034482758621,0.7799478086541453,0.32450331125827814,0.6080096528474979,0.7931034482758621,0.7931034482758621,0.608009652847498
